shipment_id,vehicle_id,vehicle_type,capacity_kg,product_name,product_type,product_min_temp,product_max_temp,batch_quantity,expiry_date,departure_date,origin,destination,journey_duration_min,shipment_status,overall_compliance,temperature_status,sensor_reliability,custody_evidence_quality,route_reliability,total_readings,missing_readings,offline_readings,avg_temperature_c,obs_min_temp,obs_max_temp,stddev_temperature_c,avg_battery_level,avg_signal_strength,total_events,traffic_delay_events,route_deviation_events,total_delay_minutes,total_handovers,signed_handovers,missing_signatures,signature_rate_pct
SHP0179,V058,Refrigerated Van,500.0,Fresh Cream,Chilled,2.0,8.0,135,2026-08-29,2026-08-02,Hyderabad,Coimbatore,183.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,37,0,0,5.431,4.28,10.96,1.66,83.66,86.92,8,0,0,0,3,3,0,100.0
SHP0180,V006,Refrigerated Van,500.0,Fresh Cream,Chilled,2.0,8.0,33,2026-08-23,2026-08-03,Chennai,Bengaluru,223.0,Completed,Compliant,Compliant,Valid,Complete,Normal,45,0,0,4.977,3.89,5.85,0.421,86.96,83.18,8,0,0,0,3,3,0,100.0
SHP0181,V024,Refrigerated Truck,1500.0,Fresh Milk,Chilled,2.0,8.0,112,2026-08-12,2026-08-03,Coimbatore,Chennai,211.0,Completed,Compliant,Compliant,Valid,Complete,Normal,43,0,0,4.954,4.05,5.96,0.443,85.43,85.02,8,0,0,0,3,3,0,100.0
SHP0182,V053,Refrigerated Van,1000.0,Fresh Paneer,Chilled,2.0,8.0,199,2026-08-04,2026-08-03,Kochi,Salem,78.0,Completed,Compliant,Compliant,Valid,Complete,Normal,16,0,0,5.184,4.39,7.31,0.722,90.17,85.13,6,0,0,0,2,2,0,100.0
SHP0183,V086,Refrigerated Van,1200.0,Frozen Corn,Frozen,-25.0,-18.0,225,2026-08-06,2026-08-05,Bengaluru,Hyderabad,173.0,Completed,Review,Warning,Valid,Review,Normal,35,0,0,-20.673,-21.86,-6.99,2.413,83.8,84.46,6,0,0,0,4,3,1,75.0
SHP0184,V033,Refrigerated Truck,2500.0,Frozen Peas,Frozen,-25.0,-18.0,66,2026-08-27,2026-08-07,Mumbai,Pune,319.0,Completed,Compliant,Compliant,Valid,Complete,Normal,64,0,0,-21.026,-22.48,-19.91,0.458,84.27,85.19,5,0,0,0,3,3,0,100.0
SHP0185,V004,Refrigerated Van,500.0,Frozen French Fries,Frozen,-25.0,-18.0,234,2026-08-18,2026-08-04,Kochi,Coimbatore,345.0,Completed,Non-Compliant,Compliant,Review,Review,Normal,70,0,0,-21.008,-22.44,-20.35,0.398,84.78,83.69,5,0,0,0,2,1,1,50.0
SHP0186,V023,Refrigerated Van,750.0,Yogurt,Chilled,2.0,8.0,209,2026-08-13,2026-08-04,Coimbatore,Kochi,125.0,Completed,Non-Compliant,Compliant,Review,Review,Delayed,26,0,0,5.123,4.33,6.08,0.382,85.01,84.77,6,1,0,15,4,3,1,75.0
SHP0187,V043,Refrigerated Van,1000.0,Fresh Cream,Chilled,2.0,8.0,63,2026-08-05,2026-08-02,Kochi,Mumbai,231.0,Completed,Compliant,Compliant,Valid,Complete,Normal,47,0,0,5.073,4.27,7.87,0.578,83.78,86.34,7,0,0,0,4,4,0,100.0
SHP0188,V010,Refrigerated Truck,2500.0,Frozen Corn,Frozen,-25.0,-18.0,45,2026-08-25,2026-08-02,Bangalore,Hyderabad,217.0,Completed,Review,Compliant,Review,Complete,Normal,44,0,0,-20.965,-21.77,-20.31,0.311,85.93,85.77,5,0,0,0,2,2,0,100.0
SHP0189,V024,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,246,2026-08-25,2026-08-04,Salem,Madurai,359.0,Completed,Non-Compliant,Critical,Valid,Review,Normal,72,0,0,-20.739,-22.14,-15.14,1.23,83.87,86.82,6,0,0,0,4,3,1,75.0
SHP0190,V093,Refrigerated Truck,2500.0,Cheese,Chilled,2.0,8.0,246,2026-08-17,2026-08-05,Kochi,Pune,87.0,Completed,Review,Compliant,Valid,Review,Normal,18,0,0,5.113,4.11,5.97,0.482,86.82,81.89,8,0,0,0,4,3,1,75.0
SHP0191,V075,Refrigerated Van,750.0,Yogurt,Chilled,2.0,8.0,282,2026-08-07,2026-08-04,Bengaluru,Bangalore,159.0,Completed,Compliant,Compliant,Valid,Complete,Normal,32,0,0,5.068,4.21,5.86,0.426,84.95,86.88,8,0,0,0,3,3,0,100.0
SHP0192,V039,Refrigerated Truck,2000.0,Cheese,Chilled,2.0,8.0,76,2026-08-13,2026-08-05,Mumbai,Bangalore,331.0,Completed,Compliant,Compliant,Valid,Complete,Normal,67,0,0,5.024,3.74,5.88,0.446,85.18,84.34,7,0,0,0,4,4,0,100.0
SHP0193,V030,Refrigerated Truck,1500.0,Fresh Cream,Chilled,2.0,8.0,177,2026-08-05,2026-08-06,Kochi,Salem,137.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,28,0,0,5.748,4.4,11.67,1.976,84.66,82.82,6,0,0,0,3,3,0,100.0
SHP0194,V042,Refrigerated Truck,2000.0,Frozen French Fries,Frozen,-25.0,-18.0,48,2026-08-04,2026-08-02,Coimbatore,Hyderabad,351.0,Completed,Review,Compliant,Valid,Review,Normal,71,0,0,-21.048,-21.96,-19.95,0.41,85.67,85.75,5,0,0,0,4,3,1,75.0
SHP0195,V070,Refrigerated Van,1000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,128,2026-08-28,2026-08-01,Pune,Coimbatore,152.0,Completed,Review,Warning,Valid,Complete,Normal,31,0,0,-20.521,-21.71,-6.36,2.661,83.8,85.48,5,0,0,0,3,3,0,100.0
SHP0196,V021,Refrigerated Truck,2500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,168,2026-08-14,2026-08-03,Bangalore,Pune,150.0,Completed,Non-Compliant,Warning,Review,Review,Normal,31,0,0,-20.467,-22.3,-7.93,2.365,82.6,86.45,6,0,0,0,4,3,1,75.0
SHP0197,V043,Refrigerated Van,1000.0,Frozen Peas,Frozen,-25.0,-18.0,274,2026-08-27,2026-08-04,Madurai,Chennai,200.0,Completed,Review,Warning,Valid,Complete,Delayed,41,0,0,-20.623,-22.53,-2.91,2.874,85.96,87.54,5,2,0,68,4,4,0,100.0
SHP0198,V010,Refrigerated Truck,2500.0,Yogurt,Chilled,2.0,8.0,86,2026-08-16,2026-08-07,Hyderabad,Coimbatore,141.0,Completed,Compliant,Compliant,Valid,Complete,Normal,29,0,0,4.987,4.11,6.35,0.455,83.84,85.62,5,0,0,0,4,4,0,100.0
SHP0199,V020,Refrigerated Truck,1500.0,Frozen Paneer,Frozen,-25.0,-18.0,201,2026-08-06,2026-08-05,Pune,Bangalore,282.0,Completed,Non-Compliant,Compliant,Review,Review,Normal,57,0,0,-20.906,-22.18,-19.92,0.489,85.75,84.12,6,0,0,0,4,3,1,75.0
SHP0200,V053,Refrigerated Van,1000.0,Fresh Milk,Chilled,2.0,8.0,243,2026-08-04,2026-08-05,Salem,Pune,79.0,Completed,Compliant,Compliant,Valid,Complete,Normal,16,0,0,5.011,4.46,5.46,0.253,82.28,84.88,5,0,0,0,2,2,0,100.0
SHP0201,V006,Refrigerated Van,500.0,Fresh Milk,Chilled,2.0,8.0,180,2026-08-22,2026-08-01,Mumbai,Hyderabad,67.0,Completed,Review,Compliant,Valid,Complete,Deviation,14,0,0,5.105,4.2,6.03,0.53,85.33,89.07,5,0,1,0,3,3,0,100.0
SHP0202,V060,Refrigerated Van,1000.0,Fresh Cream,Chilled,2.0,8.0,227,2026-08-26,2026-08-07,Madurai,Mumbai,62.0,Completed,Compliant,Compliant,Valid,Complete,Normal,13,0,0,5.025,4.47,5.65,0.324,83.73,84.46,8,0,0,0,2,2,0,100.0
SHP0203,V056,Refrigerated Van,1200.0,Fresh Paneer,Chilled,2.0,8.0,78,2026-08-16,2026-08-07,Hyderabad,Madurai,112.0,Completed,Compliant,Compliant,Valid,Complete,Normal,23,0,0,4.929,4.02,5.65,0.367,81.02,85.04,8,0,0,0,2,2,0,100.0
SHP0204,V036,Refrigerated Van,1000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,107,2026-08-29,2026-08-05,Salem,Mumbai,145.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,30,0,0,-20.297,-21.95,-15.07,1.728,86.96,86.0,8,0,0,0,2,2,0,100.0
SHP0205,V097,Refrigerated Truck,2000.0,Fresh Paneer,Chilled,2.0,8.0,65,2026-08-17,2026-08-07,Bangalore,Chennai,293.0,Completed,Review,Warning,Valid,Complete,Normal,59,0,0,5.018,4.14,9.14,0.668,84.94,85.53,7,0,0,0,4,4,0,100.0
SHP0206,V002,Refrigerated Truck,2000.0,Frozen Corn,Frozen,-25.0,-18.0,243,2026-08-22,2026-08-01,Mumbai,Bengaluru,282.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,57,0,0,-20.604,-21.71,-15.42,1.288,86.61,83.3,7,0,0,0,3,3,0,100.0
SHP0207,V079,Refrigerated Van,500.0,Fresh Cream,Chilled,2.0,8.0,60,2026-08-16,2026-08-04,Coimbatore,Madurai,156.0,Completed,Review,Compliant,Valid,Complete,Deviation,32,0,0,5.039,4.06,5.86,0.391,80.38,84.28,7,0,1,0,2,2,0,100.0
SHP0208,V017,Refrigerated Truck,2500.0,Fresh Paneer,Chilled,2.0,8.0,133,2026-08-14,2026-08-07,Coimbatore,Salem,174.0,Completed,Review,Warning,Valid,Complete,Delayed,35,0,0,4.8,-2.02,6.03,1.264,84.14,84.97,6,1,0,41,3,3,0,100.0
SHP0209,V007,Refrigerated Van,750.0,Frozen Peas,Frozen,-25.0,-18.0,281,2026-08-24,2026-08-02,Coimbatore,Hyderabad,318.0,Completed,Non-Compliant,Critical,Valid,Review,Normal,64,0,0,-20.666,-22.0,-15.43,1.303,84.12,86.02,8,0,0,0,4,3,1,75.0
SHP0210,V096,Refrigerated Truck,2000.0,Frozen Paneer,Frozen,-25.0,-18.0,281,2026-08-10,2026-08-04,Coimbatore,Bangalore,79.0,Completed,Compliant,Compliant,Valid,Complete,Normal,16,0,0,-20.909,-21.67,-20.37,0.392,83.74,85.56,8,0,0,0,4,4,0,100.0
SHP0211,V056,Refrigerated Van,1200.0,Fresh Paneer,Chilled,2.0,8.0,95,2026-08-11,2026-08-05,Salem,Kochi,84.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,17,0,0,5.127,4.44,5.94,0.434,84.67,85.94,6,1,0,58,2,2,0,100.0
SHP0212,V017,Refrigerated Truck,2500.0,Frozen Corn,Frozen,-25.0,-18.0,151,2026-08-10,2026-08-03,Bengaluru,Chennai,70.0,Completed,Review,Compliant,Valid,Review,Delayed,15,0,0,-20.919,-21.58,-20.3,0.372,79.56,88.27,7,2,0,57,2,1,1,50.0
SHP0213,V059,Refrigerated Truck,2000.0,Frozen Paneer,Frozen,-25.0,-18.0,98,2026-08-28,2026-08-07,Chennai,Bangalore,254.0,Completed,Compliant,Compliant,Valid,Complete,Normal,51,0,0,-20.971,-21.78,-19.74,0.39,83.12,85.16,5,0,0,0,4,4,0,100.0
SHP0214,V024,Refrigerated Truck,1500.0,Frozen Corn,Frozen,-25.0,-18.0,272,2026-08-18,2026-08-07,Bangalore,Mumbai,138.0,Completed,Review,Compliant,Valid,Review,Deviation,28,0,0,-21.035,-21.85,-20.37,0.402,85.9,86.07,7,0,2,0,3,2,1,66.67
SHP0215,V059,Refrigerated Truck,2000.0,Fresh Cream,Chilled,2.0,8.0,185,2026-08-31,2026-08-03,Hyderabad,Chennai,111.0,Completed,Non-Compliant,Compliant,Review,Review,Delayed,23,0,0,5.045,4.19,5.5,0.311,84.42,88.57,8,1,0,22,2,1,1,50.0
SHP0216,V008,Refrigerated Van,750.0,Yogurt,Chilled,2.0,8.0,245,2026-08-06,2026-08-04,Mumbai,Kochi,130.0,Completed,Review,Compliant,Review,Complete,Normal,27,0,0,4.99,4.45,5.57,0.321,84.9,84.07,7,0,0,0,2,2,0,100.0
SHP0217,V090,Refrigerated Truck,3000.0,Cheese,Chilled,2.0,8.0,175,2026-08-29,2026-08-06,Salem,Bangalore,120.0,Completed,Review,Compliant,Review,Complete,Deviation,25,0,0,4.884,4.2,5.75,0.406,81.3,82.48,7,1,1,29,4,4,0,100.0
SHP0218,V100,Refrigerated Truck,1500.0,Fresh Cream,Chilled,2.0,8.0,48,2026-08-15,2026-08-04,Kochi,Bangalore,161.0,Completed,Review,Compliant,Valid,Review,Normal,33,0,4,4.946,4.14,5.82,0.356,84.31,73.88,8,0,0,0,3,1,2,33.33
SHP0219,V047,Refrigerated Van,500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,256,2026-08-18,2026-08-04,Bengaluru,Hyderabad,327.0,Completed,Non-Compliant,Compliant,Review,Review,Normal,66,0,0,-21.005,-21.69,-20.1,0.349,84.25,85.7,8,0,0,0,3,2,1,66.67
SHP0220,V051,Refrigerated Truck,3000.0,Frozen Peas,Frozen,-25.0,-18.0,208,2026-08-30,2026-08-02,Hyderabad,Madurai,211.0,Completed,Review,Compliant,Valid,Review,Normal,43,0,0,-20.938,-22.01,-20.33,0.409,84.44,84.47,7,0,0,0,4,3,1,75.0
SHP0221,V036,Refrigerated Van,1000.0,Fresh Milk,Chilled,2.0,8.0,66,2026-08-23,2026-08-06,Coimbatore,Chennai,166.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,34,0,0,4.999,4.27,5.64,0.338,84.22,85.47,7,1,0,44,3,3,0,100.0
SHP0222,V008,Refrigerated Van,750.0,Cheese,Chilled,2.0,8.0,41,2026-08-18,2026-08-03,Pune,Madurai,66.0,Completed,Non-Compliant,Compliant,Review,Review,Normal,14,1,0,4.894,4.3,5.46,0.338,81.76,86.64,6,0,0,0,3,2,1,66.67
SHP0223,V050,Refrigerated Van,1200.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,263,2026-08-20,2026-08-06,Bangalore,Bengaluru,136.0,Completed,Compliant,Compliant,Valid,Complete,Normal,28,0,4,-20.888,-21.67,-20.18,0.447,86.32,74.36,5,0,0,0,2,2,0,100.0
SHP0224,V007,Refrigerated Van,750.0,Frozen Peas,Frozen,-25.0,-18.0,250,2026-08-07,2026-08-03,Bangalore,Mumbai,111.0,Completed,Compliant,Compliant,Valid,Complete,Normal,23,0,0,-20.907,-21.51,-20.26,0.374,86.52,85.26,6,0,0,0,4,4,0,100.0
SHP0225,V041,Refrigerated Truck,2000.0,Fresh Milk,Chilled,2.0,8.0,278,2026-08-24,2026-08-07,Kochi,Hyderabad,195.0,Completed,Compliant,Compliant,Valid,Complete,Normal,40,1,0,5.043,4.12,5.81,0.363,84.23,85.18,6,0,0,0,3,3,0,100.0
SHP0226,V097,Refrigerated Truck,2000.0,Frozen Peas,Frozen,-25.0,-18.0,146,2026-08-26,2026-08-05,Pune,Chennai,149.0,Completed,Compliant,Compliant,Valid,Complete,Normal,30,0,0,-20.966,-21.5,-20.44,0.319,85.43,86.43,8,0,0,0,4,4,0,100.0
SHP0227,V037,Refrigerated Truck,2500.0,Cheese,Chilled,2.0,8.0,288,2026-08-20,2026-08-02,Chennai,Kochi,220.0,Completed,Review,Compliant,Valid,Review,Normal,45,0,0,4.924,4.01,5.67,0.429,86.97,83.47,8,0,0,0,2,1,1,50.0
SHP0228,V005,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,210,2026-08-13,2026-08-02,Salem,Bangalore,83.0,Completed,Compliant,Compliant,Valid,Complete,Normal,17,0,0,-21.132,-21.71,-20.53,0.351,82.06,84.71,6,0,0,0,2,2,0,100.0
SHP0229,V052,Refrigerated Truck,1500.0,Cheese,Chilled,2.0,8.0,193,2026-08-25,2026-08-05,Chennai,Coimbatore,147.0,Completed,Review,Compliant,Review,Complete,Normal,30,0,0,4.981,4.23,6.11,0.486,83.17,85.43,5,0,0,0,2,2,0,100.0
SHP0230,V031,Refrigerated Van,750.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,53,2026-08-14,2026-08-06,Madurai,Pune,107.0,Completed,Compliant,Compliant,Valid,Complete,Normal,22,0,0,-21.061,-22.01,-20.22,0.411,83.23,82.82,6,0,0,0,2,2,0,100.0
SHP0231,V087,Refrigerated Truck,2000.0,Frozen Paneer,Frozen,-25.0,-18.0,217,2026-08-13,2026-08-07,Madurai,Coimbatore,264.0,Completed,Compliant,Compliant,Valid,Complete,Normal,53,0,0,-20.98,-21.71,-20.23,0.341,85.16,85.42,5,0,0,0,4,4,0,100.0
SHP0232,V092,Refrigerated Van,500.0,Fresh Cream,Chilled,2.0,8.0,96,2026-08-14,2026-08-01,Pune,Kochi,304.0,Completed,Review,Warning,Valid,Review,Normal,61,0,0,4.856,-4.65,5.72,1.292,84.05,85.28,8,0,0,0,4,3,1,75.0
SHP0233,V023,Refrigerated Van,750.0,Frozen Paneer,Frozen,-25.0,-18.0,92,2026-08-15,2026-08-02,Salem,Coimbatore,90.0,Completed,Review,Compliant,Review,Complete,Delayed,19,0,0,-21.055,-21.79,-20.31,0.336,83.83,82.63,6,1,0,16,3,3,0,100.0
SHP0234,V023,Refrigerated Van,750.0,Cheese,Chilled,2.0,8.0,86,2026-08-23,2026-08-07,Coimbatore,Bangalore,307.0,Completed,Compliant,Compliant,Valid,Complete,Normal,62,0,0,4.99,4.15,5.81,0.384,83.62,86.55,6,0,0,0,2,2,0,100.0
SHP0235,V090,Refrigerated Truck,3000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,212,2026-08-24,2026-08-02,Bengaluru,Pune,254.0,Completed,Review,Compliant,Review,Complete,Delayed,51,0,0,-20.949,-21.96,-20.13,0.414,84.85,82.06,5,2,0,47,2,2,0,100.0
SHP0236,V085,Refrigerated Van,1200.0,Yogurt,Chilled,2.0,8.0,289,2026-08-06,2026-08-02,Madurai,Bengaluru,126.0,Completed,Non-Compliant,Critical,Valid,Complete,Deviation,26,0,0,5.902,4.18,11.34,2.056,84.28,87.23,7,0,1,0,2,2,0,100.0
SHP0237,V007,Refrigerated Van,750.0,Fresh Cream,Chilled,2.0,8.0,205,2026-08-04,2026-08-07,Pune,Bangalore,83.0,Completed,Review,Compliant,Review,Complete,Normal,17,0,0,4.879,3.9,5.86,0.496,84.64,87.41,8,0,0,0,3,3,0,100.0
SHP0238,V033,Refrigerated Truck,2500.0,Fresh Paneer,Chilled,2.0,8.0,112,2026-08-10,2026-08-06,Bangalore,Kochi,66.0,Completed,Review,Warning,Review,Complete,Deviation,14,0,0,5.375,4.18,10.48,1.52,82.35,82.5,8,0,1,0,2,2,0,100.0
SHP0239,V091,Refrigerated Truck,1500.0,Cheese,Chilled,2.0,8.0,118,2026-08-11,2026-08-03,Mumbai,Bengaluru,174.0,Completed,Compliant,Compliant,Valid,Complete,Normal,35,0,0,4.999,3.88,5.96,0.471,85.61,84.14,5,0,0,0,4,4,0,100.0
SHP0240,V085,Refrigerated Van,1200.0,Frozen Corn,Frozen,-25.0,-18.0,59,2026-08-13,2026-08-05,Madurai,Mumbai,108.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal,22,0,4,-20.085,-21.68,-15.39,1.894,82.97,67.59,7,0,0,0,4,4,0,100.0
SHP0241,V079,Refrigerated Van,500.0,Frozen Paneer,Frozen,-25.0,-18.0,296,2026-08-30,2026-08-01,Salem,Hyderabad,257.0,Completed,Review,Compliant,Valid,Review,Normal,52,0,0,-20.991,-21.75,-19.99,0.382,84.0,85.79,7,0,0,0,2,1,1,50.0
SHP0242,V091,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,87,2026-08-23,2026-08-02,Coimbatore,Mumbai,65.0,Completed,Compliant,Compliant,Valid,Complete,Normal,14,0,0,-21.141,-21.54,-20.73,0.291,84.28,88.14,5,0,0,0,2,2,0,100.0
SHP0243,V080,Refrigerated Van,750.0,Yogurt,Chilled,2.0,8.0,103,2026-08-09,2026-08-01,Coimbatore,Mumbai,313.0,Completed,Review,Compliant,Valid,Review,Normal,63,0,0,4.931,3.43,5.63,0.386,86.9,84.6,8,0,0,0,4,3,1,75.0
SHP0244,V059,Refrigerated Truck,2000.0,Frozen French Fries,Frozen,-25.0,-18.0,42,2026-08-17,2026-08-06,Coimbatore,Bangalore,183.0,Completed,Review,Compliant,Review,Complete,Delayed,37,0,0,-20.977,-21.83,-20.08,0.371,84.51,85.65,8,1,0,10,4,4,0,100.0
SHP0245,V090,Refrigerated Truck,3000.0,Yogurt,Chilled,2.0,8.0,247,2026-08-23,2026-08-07,Madurai,Kochi,174.0,Completed,Review,Compliant,Review,Complete,Normal,35,0,0,4.905,4.32,5.87,0.357,86.13,82.23,8,0,0,0,4,4,0,100.0
SHP0246,V010,Refrigerated Truck,2500.0,Cheese,Chilled,2.0,8.0,139,2026-08-21,2026-08-04,Mumbai,Salem,180.0,Completed,Review,Compliant,Review,Complete,Normal,37,1,0,5.051,4.46,5.82,0.344,85.67,86.7,8,0,0,0,3,3,0,100.0
SHP0247,V062,Refrigerated Truck,3000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,260,2026-08-30,2026-08-06,Bangalore,Pune,353.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,71,0,0,-20.966,-21.94,-20.07,0.398,85.84,86.14,7,1,0,35,4,4,0,100.0
SHP0248,V005,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,245,2026-08-18,2026-08-05,Pune,Bangalore,221.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,45,0,0,-21.046,-21.8,-20.33,0.379,84.25,84.24,6,1,0,25,2,2,0,100.0
SHP0249,V057,Refrigerated Van,1000.0,Cheese,Chilled,2.0,8.0,277,2026-08-20,2026-08-07,Bangalore,Pune,69.0,Completed,Review,Warning,Valid,Complete,Delayed,14,0,0,5.488,4.47,10.06,1.372,85.31,85.5,8,1,0,51,2,2,0,100.0
SHP0250,V087,Refrigerated Truck,2000.0,Yogurt,Chilled,2.0,8.0,122,2026-08-29,2026-08-05,Bangalore,Salem,345.0,Completed,Compliant,Compliant,Valid,Complete,Normal,70,0,4,4.964,4.02,5.79,0.386,84.76,80.99,6,0,0,0,3,3,0,100.0
SHP0251,V035,Refrigerated Van,750.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,46,2026-08-24,2026-08-03,Mumbai,Chennai,215.0,Completed,Compliant,Compliant,Valid,Complete,Normal,44,0,0,-21.08,-22.09,-20.0,0.411,83.97,84.07,6,0,0,0,4,4,0,100.0
SHP0252,V012,Refrigerated Truck,2500.0,Fresh Paneer,Chilled,2.0,8.0,72,2026-08-26,2026-08-01,Mumbai,Hyderabad,293.0,Completed,Non-Compliant,Critical,Valid,Review,Normal,59,0,0,5.371,4.31,11.98,1.446,82.79,84.39,6,0,0,0,2,1,1,50.0
SHP0253,V045,Refrigerated Truck,2000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,62,2026-08-28,2026-08-02,Madurai,Chennai,292.0,Completed,Review,Compliant,Review,Complete,Delayed,59,0,0,-21.003,-22.1,-20.33,0.405,83.73,83.42,7,1,0,48,4,4,0,100.0
SHP0254,V082,Refrigerated Truck,1500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,250,2026-08-20,2026-08-02,Madurai,Mumbai,302.0,Completed,Compliant,Compliant,Valid,Complete,Normal,61,0,0,-20.954,-21.94,-20.21,0.331,84.2,86.08,7,0,0,0,4,4,0,100.0
SHP0255,V057,Refrigerated Van,1000.0,Frozen French Fries,Frozen,-25.0,-18.0,66,2026-08-11,2026-08-04,Madurai,Pune,173.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,35,0,0,-20.985,-21.8,-20.18,0.405,85.41,87.71,5,1,0,13,3,3,0,100.0
SHP0256,V022,Refrigerated Van,500.0,Fresh Paneer,Chilled,2.0,8.0,33,2026-08-17,2026-08-04,Chennai,Madurai,209.0,Completed,Non-Compliant,Compliant,Review,Review,Deviation,42,0,0,5.016,4.0,6.03,0.427,84.9,84.95,8,0,1,0,3,2,1,66.67
SHP0257,V021,Refrigerated Truck,2500.0,Frozen French Fries,Frozen,-25.0,-18.0,277,2026-08-15,2026-08-02,Mumbai,Madurai,83.0,Completed,Review,Compliant,Review,Complete,Delayed,17,0,0,-20.972,-21.75,-20.4,0.345,84.43,80.53,6,1,0,29,2,2,0,100.0
SHP0258,V087,Refrigerated Truck,2000.0,Frozen French Fries,Frozen,-25.0,-18.0,61,2026-08-15,2026-08-01,Coimbatore,Pune,269.0,Completed,Compliant,Compliant,Valid,Complete,Normal,54,0,0,-21.006,-21.61,-19.95,0.337,84.72,86.89,5,0,0,0,4,4,0,100.0
SHP0259,V021,Refrigerated Truck,2500.0,Frozen Peas,Frozen,-25.0,-18.0,183,2026-08-07,2026-08-06,Bangalore,Kochi,156.0,Completed,Review,Compliant,Review,Complete,Normal,32,0,0,-21.035,-21.59,-20.24,0.362,84.75,85.66,6,0,0,0,3,3,0,100.0
SHP0260,V005,Refrigerated Truck,1500.0,Yogurt,Chilled,2.0,8.0,90,2026-08-05,2026-08-07,Bangalore,Salem,157.0,Completed,Compliant,Compliant,Valid,Complete,Normal,32,0,0,5.001,4.24,5.85,0.407,84.53,84.56,8,0,0,0,3,3,0,100.0
SHP0261,V065,Refrigerated Van,500.0,Cheese,Chilled,2.0,8.0,91,2026-08-28,2026-08-07,Madurai,Bangalore,123.0,Completed,Compliant,Compliant,Valid,Complete,Normal,25,0,0,4.865,3.88,5.75,0.463,83.53,88.68,6,0,0,0,3,3,0,100.0
SHP0262,V034,Refrigerated Van,1000.0,Cheese,Chilled,2.0,8.0,22,2026-08-06,2026-08-02,Pune,Bengaluru,315.0,Completed,Compliant,Compliant,Valid,Complete,Delayed,64,0,0,5.007,4.11,6.12,0.387,85.91,85.08,5,1,0,12,3,3,0,100.0
SHP0263,V071,Refrigerated Truck,2000.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,130,2026-08-30,2026-08-03,Chennai,Mumbai,343.0,Completed,Review,Compliant,Valid,Complete,Deviation,69,0,0,-21.014,-21.76,-20.21,0.39,85.76,85.49,8,1,1,39,3,3,0,100.0
SHP0264,V004,Refrigerated Van,500.0,Frozen Paneer,Frozen,-25.0,-18.0,290,2026-08-17,2026-08-02,Salem,Bengaluru,320.0,Completed,Non-Compliant,Compliant,Review,Review,Normal,65,0,0,-21.076,-22.29,-20.14,0.447,84.04,84.8,5,0,0,0,2,0,2,0.0
SHP0265,V037,Refrigerated Truck,2500.0,Frozen Mixed Vegetables,Frozen,-25.0,-18.0,141,2026-08-13,2026-08-05,Coimbatore,Bengaluru,125.0,Completed,Review,Compliant,Valid,Review,Normal,26,0,0,-20.891,-22.21,-20.2,0.519,83.88,81.77,5,0,0,0,3,2,1,66.67
SHP0266,V058,Refrigerated Van,500.0,Frozen Peas,Frozen,-25.0,-18.0,142,2026-08-17,2026-08-03,Bangalore,Salem,224.0,Completed,Compliant,Compliant,Valid,Complete,Normal,45,1,4,-21.046,-21.76,-20.32,0.324,82.75,77.91,7,0,0,0,2,2,0,100.0
SHP0267,V072,Refrigerated Van,1000.0,Fresh Milk,Chilled,2.0,8.0,76,2026-08-30,2026-08-06,Mumbai,Salem,187.0,Completed,Compliant,Compliant,Valid,Complete,Normal,38,0,0,4.926,4.47,5.66,0.306,86.09,86.05,5,0,0,0,3,3,0,100.0
SHP0268,V001,Refrigerated Van,500.0,Fresh Cream,Chilled,2.0,8.0,294,2026-08-04,2026-08-02,Kochi,Salem,291.0,Completed,Review,Compliant,Valid,Complete,Deviation,59,0,0,4.931,4.22,5.59,0.332,84.98,84.95,8,0,1,0,3,3,0,100.0
