shipment_key,shipment_id,vehicle_key,product_key,departure_date_key,arrival_date_key,origin,destination,journey_duration_min,status,overall_compliance,temperature_status,sensor_reliability,custody_evidence_quality,route_reliability
456,SHP0456,12,456,20260805,20260805,Kochi,Bengaluru,198.0,Completed,Review,Compliant,Review,Complete,Normal
457,SHP0457,99,457,20260801,20260801,Pune,Madurai,326.0,Completed,Compliant,Compliant,Valid,Complete,Normal
458,SHP0458,47,458,20260807,20260807,Pune,Salem,71.0,Completed,Review,Compliant,Review,Complete,Normal
459,SHP0459,92,459,20260803,20260803,Coimbatore,Hyderabad,100.0,Completed,Review,Compliant,Valid,Review,Delayed
460,SHP0460,61,460,20260801,20260801,Hyderabad,Coimbatore,108.0,Completed,Review,Compliant,Review,Complete,Normal
461,SHP0461,24,461,20260801,20260801,Bangalore,Pune,73.0,Completed,Review,Compliant,Valid,Review,Normal
462,SHP0462,52,462,20260807,20260807,Salem,Mumbai,194.0,Completed,Review,Compliant,Valid,Review,Normal
463,SHP0463,54,463,20260803,20260803,Bengaluru,Coimbatore,259.0,Completed,Non-Compliant,Critical,Valid,Complete,Deviation
464,SHP0464,95,464,20260804,20260804,Kochi,Hyderabad,205.0,Completed,Compliant,Compliant,Valid,Complete,Delayed
465,SHP0465,54,465,20260804,20260804,Pune,Coimbatore,147.0,Completed,Compliant,Compliant,Valid,Complete,Normal
466,SHP0466,39,466,20260804,20260804,Chennai,Madurai,303.0,Completed,Review,Compliant,Valid,Complete,Deviation
467,SHP0467,12,467,20260804,20260804,Pune,Mumbai,287.0,Completed,Non-Compliant,Compliant,Review,Review,Normal
468,SHP0468,57,468,20260803,20260803,Coimbatore,Mumbai,293.0,Completed,Compliant,Compliant,Valid,Complete,Normal
469,SHP0469,83,469,20260807,20260807,Bengaluru,Salem,333.0,Completed,Review,Compliant,Valid,Complete,Deviation
470,SHP0470,49,470,20260801,20260801,Kochi,Madurai,176.0,Completed,Review,Compliant,Valid,Review,Normal
471,SHP0471,81,471,20260801,20260801,Bangalore,Pune,271.0,Completed,Compliant,Compliant,Valid,Complete,Normal
472,SHP0472,47,472,20260801,20260801,Kochi,Coimbatore,60.0,Completed,Review,Compliant,Review,Complete,Normal
473,SHP0473,64,473,20260802,20260802,Mumbai,Coimbatore,300.0,Completed,Review,Compliant,Review,Complete,Normal
474,SHP0474,28,474,20260806,20260806,Mumbai,Chennai,311.0,Completed,Compliant,Compliant,Valid,Complete,Delayed
475,SHP0475,32,475,20260807,20260807,Pune,Kochi,280.0,Completed,Review,Compliant,Valid,Review,Delayed
476,SHP0476,11,476,20260803,20260803,Kochi,Bengaluru,63.0,Completed,Review,Warning,Valid,Complete,Deviation
477,SHP0477,1,477,20260803,20260803,Mumbai,Madurai,347.0,Completed,Compliant,Compliant,Valid,Complete,Normal
478,SHP0478,22,478,20260801,20260801,Salem,Hyderabad,259.0,Completed,Review,Compliant,Review,Complete,Normal
479,SHP0479,30,479,20260801,20260801,Salem,Hyderabad,276.0,Completed,Review,Compliant,Valid,Review,Delayed
480,SHP0480,58,480,20260807,20260807,Hyderabad,Mumbai,199.0,Completed,Review,Warning,Valid,Complete,Normal
481,SHP0481,43,481,20260803,20260803,Kochi,Mumbai,156.0,Completed,Compliant,Compliant,Valid,Complete,Normal
482,SHP0482,75,482,20260803,20260803,Bangalore,Coimbatore,116.0,Completed,Non-Compliant,Critical,Valid,Complete,Normal
483,SHP0483,99,483,20260803,20260803,Pune,Bengaluru,311.0,Completed,Compliant,Compliant,Valid,Complete,Delayed
484,SHP0484,51,484,20260805,20260805,Hyderabad,Madurai,85.0,Completed,Review,Compliant,Valid,Complete,Deviation
485,SHP0485,82,485,20260807,20260807,Mumbai,Chennai,204.0,Completed,Compliant,Compliant,Valid,Complete,Normal
486,SHP0486,17,486,20260805,20260805,Kochi,Coimbatore,64.0,Completed,Compliant,Compliant,Valid,Complete,Delayed
487,SHP0487,2,487,20260806,20260806,Hyderabad,Bangalore,312.0,Completed,Compliant,Compliant,Valid,Complete,Delayed
488,SHP0488,26,488,20260805,20260805,Hyderabad,Madurai,315.0,Completed,Compliant,Compliant,Valid,Complete,Delayed
489,SHP0489,49,489,20260807,20260807,Madurai,Pune,76.0,Completed,Review,Compliant,Valid,Review,Delayed
490,SHP0490,22,490,20260802,20260802,Madurai,Bangalore,196.0,Completed,Review,Compliant,Review,Complete,Normal
491,SHP0491,6,491,20260802,20260802,Salem,Bangalore,152.0,Completed,Compliant,Compliant,Valid,Complete,Delayed
492,SHP0492,4,492,20260801,20260801,Hyderabad,Kochi,66.0,Completed,Review,Compliant,Review,Complete,Normal
493,SHP0493,56,493,20260801,20260801,Bangalore,Hyderabad,286.0,Completed,Review,Compliant,Review,Complete,Normal
494,SHP0494,6,494,20260805,20260805,Hyderabad,Chennai,108.0,Completed,Compliant,Compliant,Valid,Complete,Normal
495,SHP0495,50,495,20260802,20260802,Mumbai,Hyderabad,219.0,Completed,Review,Warning,Valid,Complete,Normal
496,SHP0496,35,496,20260806,20260806,Madurai,Coimbatore,81.0,Completed,Compliant,Compliant,Valid,Complete,Normal
497,SHP0497,11,497,20260802,20260802,Mumbai,Bangalore,212.0,Completed,Compliant,Compliant,Valid,Complete,Normal
498,SHP0498,65,498,20260805,20260805,Hyderabad,Madurai,171.0,Completed,Compliant,Compliant,Valid,Complete,Normal
499,SHP0499,52,499,20260806,20260806,Bangalore,Hyderabad,226.0,Completed,Review,Compliant,Review,Complete,Deviation
500,SHP0500,53,500,20260801,20260801,Chennai,Coimbatore,121.0,Completed,Review,Compliant,Valid,Review,Normal
